:ID,taskDate,taskName,:LABEL
tk4978,2026-01-14,address the formatting and referencing corrections in Appendix B,Task
tk4982,2026-01-11,brief check-in via email to share progress updates,Task
tk4985,,harmonization and generalization section,Task
tk4986,10 January,first complete version of harmonization text,Task
tk4987,11 January,share incremental drafts and highlight unresolved points,Task
tk4988,,confirm reference style for resubmission,Task
tk4990,,digital heritage or archival NLP projects in settings with limited legal infrastructure or capacity,Task
tk4991,,generalization section,Task
tk4992,2025-01-10,preliminary draft upload,Task
tk4993,2025-01-14,finalize and share draft section including finalized figures,Task
tk4994,2025-01-11,confirm reference formatting,Task
tk4998,11 January,update the shared Overleaf bibliography to strictly follow the ACL BibTeX style,Task
tk4999,11 January,standardize legacy entries or non-compliant citation formats,Task
tk5001,,integration of JDoc and ACM JOCCH sources,Task
tk5002,,oversight of the harmonization/generalization section drafting,Task
tk5004,11 January,"asynchronous check-in to confirm each section’s progress, resolve referencing issues, and flag content for joint discussion",Task
tk5005,,share blockers or questions ahead of the asynchronous check-in,Task
tk5007,2026-01-12/2026-01-13,integrated draft consolidation,Task
tk5008,2026-01-14/2026-01-15,brief full-team review,Task
tk5009,,address reviewer suggestion on legal interoperability with Creative Commons archives,Task
tk5010,,drafting an addendum for the harmonization section,Task
tk5011,tomorrow,finalize this segment and upload it to the shared folder,Task
tk5012,,Sunita’s integration schedule,Task
tk5013,,confirm the bib entries after upload,Task
tk5015,today,review the ambiguous references highlighted in Appendix B and propose clarifications or deletions,Task
tk5016,,flag unresolved entries for collective decision in the next round,Task
tk5017,January 14-15,14–15 January internal review deadline,Task
tk5018,2026-01-14 18:00 GMT,review consolidated draft on Overleaf,Task
tk5023,,protocol adaptation for under-resourced settings,Task
tk5024,,justification for Creative Commons data use,Task
tk5026,2024-01-15T18:00:00,finalizing the author response letter ahead of submission,Task
tk5027,2026-02-01,final pass on both the manuscript and response letter,Task
tk5028,2026-01-16,lock all final edits and resolved comments,Task
tk5039,16 January,resolving outstanding tracked changes and comments,Task
tk5041,16 January,initiate the submission process,Task
tk5045,2022-03-15,update submission,Task
tk5046,2022-04-30,presenter confirmation,Task
tk5047,,minor revisions on protocol-specific exceptions and annotation workflow,Task
tk5051,2024-03-09,finalize textual and technical updates,Task
tk5052,2024-03-03,expand the section on protocol-specific exceptions,Task
tk5053,2024-03-03,clarify the annotation workflow outlined in Figure 2,Task
tk5054,2024-03-03,draft concise explanatory notes to accompany the update,Task
tk5055,,presenting author for oral session at ACL 2024,Task
tk5056,,"preview specific datasets, code artifacts, or visualization assets ahead of submission",Task
tk5060,2026-03-09,address technical and editorial contingencies,Task
tk5065,,draft Section 4.3 and update Figure 2 workflow,Task
tk5066,,provide detailed review of Section 4.3 and Figure 2 workflow updates,Task
tk5077,,update materials promptly upon receipt of the final instructions,Task
tk5078,,presenter status,Task
tk5079,3 March,manuscript and workflow draft updates,Task
tk5080,,code repository alignment,Task
tk5087,,outline of required metadata updates and presenter confirmation documentation,Task
tk5088,2024-03-13,contingency planning and division of labor to ensure all action items are ready before the 13 March deadline,Task
tk5089,2026-03-03,editing Section 4.3 to expand on the protocol-specific exceptions,Task
tk5090,2026-03-03,circulate the updated draft for review,Task
tk5095,2026-03-09,internal completion,Task
tk5098,,providing one clear historical example per exception type for protocol-specific exceptions,Task
tk5099,,numbering each workflow step in Figure 2 and mirroring these in the narrative,Task
tk5100,,revising the metadata fields “Language Tags” and “Document Provenance” in the compliance checklist,Task
tk5104,,validating the data and repository accessibility,Task
tk5106,2025-03-09,arranging a brief check-in prior to the internal review submission,Task
tk5107,,,Task
tk5111,,,Task
tk5112,2025-03-09,internal completion deadline,Task
tk5115,,accessibility check,Task
tk5117,2026-03-09,sync call before internal deadline,Task
tk5118,2026-03-05/2026-03-06,sync call availability,Task
tk5124,tomorrow,graphical abstract integration,Task
tk5127,6 March,confirm checklist and circulate calendar invite,Task
tk5128,,review in-line comments on Overleaf regarding ambiguous source attribution and annotation color for hybrid entries,Task
tk5129,,triple-check encoding of Source Language tags for mixed-script materials,Task
tk5130,,finalizing the abstract image,Task
tk5132,2024-03-09,submitting the camera-ready packet,Task
tk5136,,circulate both the compliance checklist and the meeting invite,Task
tk5137,,last-minute visual check of the abstract image,Task
tk5139,,"finalize manuscript refinements, repository edits, and checklist sign-offs",Task
tk5140,2024-03-09,produce the formal compliance sign-off to be included with submission,Task
tk5141,2022-03-07,finalize Section 4.3 and Figure 2 edits for ambiguous source attribution and hybrid entry color-coding,Task
tk5143,,share metadata compliance summary checklist and flag remaining anomalies,Task
tk5147,2022-03-09,complete checklist and internal submission,Task
tk5152,2026-03-06,camera-ready coordination call,Task
tk5153,,update README file in the supplementary repository,Task
tk5154,,revalidate all DOIs,Task
tk5155,,check accessibility of supplementary PDF and tabular data files,Task
tk5161,,editorial revisions and color-coding adjustments for Section 4.3 and Figure 2,Task
tk5162,,metadata review and compliance certification,Task
tk5168,ACL2024 conference deadline,final camera-ready,Task
tk5169,2024-03-24,confirm participation,Task
tk5170,2022-05-10,presenter information completion,Task
tk5171,2022-05-10,sign ACL copyright/license form,Task
tk5172,2024-03-18,meta-review revisions,Task
tk5173,2024-03-18,compile checklist of required changes,Task
tk5174,,coordinate edits in Overleaf under branch ACL2024_CameraReady,Task
tk5176,2024-03-22,final metadata validation cross-check,Task
tk5177,2024-03-20,initiate copyright signature process,Task
tk5178,2024-03-20,complete presenter confirmation,Task
tk5179,2024-03-24,final audit of supplementary files and DOI links,Task
tk5181,2024-03-18,finalize coordinated checklist,Task
tk5183,2024-03-24,"audit of data files, README consistency, DOI validity, and graphical abstract formatting",Task
tk5184,2024-03-25,final internal review Zoom call,Task
tk5185,2024-03-21,synchronizing manuscript with latest ACL2024 style files,Task
tk5186,2024-03-20,metadata validation phase,Task
tk5189,2024-03-22,"meta-review responses, section sign-offs, and supplementary verifications reflected in Overleaf and on the checklist",Task
tk5193,,initiating an editable compliance checklist on Google Drive,Task
tk5196,2024-03-22,metadata validation,Task
tk5200,2024-03-22,resolving ambiguous script tagging,Task
tk5201,,mixed-script tagging,Task
tk5202,2024-03-22,finalising all checklist items,Task
tk5204,,integrated the additional code-switch markers into the supplementary documentation,Task
tk5205,,annotated the justification process in README,Task
tk5207,,review and sign off on the “Mixed-Script Decisions” tab before internal walkthrough,Task
tk5208,,review the mapping in Section 5’s error analysis figure,Task
tk5209,,update citation in line 336 in references and dataset documentation,Task
tk5210,2025-03-23,set the “Last Updated” field in the supplementary package,Task
tk5211,2025-03-25,resolve minor items before scheduled Zoom review,Task
tk5212,2025-03-25,"cross-check each compliance item, upload the full camera-ready package, and address any last-minute portal issues",Task
tk5215,,meta-review responses alignment with the supplementary package,Task
tk5217,,clarifying the two error analysis legend labels in Section 5,Task
tk5219,,replacing the preprint throughout the manuscript and supplementary documents,Task
tk5220,2023-03-23,updating the “Last Updated” field for supplementary materials,Task
tk5221,2024-03-25,final pass through the “Formatting” and “Meta-Review Response” tabs and digital sign-off,Task
tk5228,late April,follow-up discussion to review conference logistics and potential project extensions,Task
tk5229,,final compliance check,Task
tk5230,2022-05-17,confirmation of technical compliance,Task
tk5231,2022-05-17,notification of required corrections,Task
tk5232,,participation in ACL2024,Task
tk5235,,release of annotated historical corpora and scripts as a resource paper or dataset note,Task
tk5236,2024-04-22,planning call,Task
tk5237,,prepare extended version of ACL2024 paper,Task
tk5238,,journal extension structure & division of new writing tasks,Task
tk5240,,outreach to the broader historical NLP community,Task
tk5241,,preliminary organization of upcoming ACL2024 presentation,Task
tk5242,,formal resource paper to accompany the dataset release,Task
tk5244,,maximize visibility and community reusability,Task
tk5245,,outline a modest user study to track uptake,Task
tk5246,,begin drafting a brief outline for the extended version,Task
tk5247,,collate feedback on dataset dissemination channels,Task
tk5248,,journal extension,Task
tk5252,,compile a draft section on normalization workflows and the annotator agreement statistics,Task
tk5256,2025-04-24,planning meeting,Task
tk5260,,liaise with institutional repositories to verify hosting requirements for datasets,Task
tk5264,,process comparative statistics or generate plots,Task
tk5265,,upload the data to the shared repository and highlight key segments,Task
tk5267,,coordinate the dataset note logistics,Task
tk5268,,circulate template or format for the user study survey,Task
tk5270,,add a preliminary timeline for the journal submission and resource paper,Task
tk5271,2025-04-24,distribute writing and revision tasks after the 24 April call,Task
tk5274,,dataset hosting venue comparison,Task
tk5276,,drafting dataset/resource paper structure,Task
tk5284,,release logistics and access protocols,Task
tk5285,,documentation of the user study framework,Task
tk5286,,"user study survey on corpus usability, representativeness of historical scripts, and NLP pipeline compatibility",Task
tk5291,2026-04-21,circulate written contributions,Task
tk5292,,"integrate details of additional datasets, analyses, or hosting platforms for comparison",Task
tk5293,,making a strategic decision on resource hosting venues,Task
tk5294,,position the survey as an appendix,Task
tk5295,,adding survey items related to multi-script queries and historical language normalization,Task
tk5296,,draft dataset note structure,Task
tk5299,,comparative insights for HuggingFace Datasets and institutional repositories,Task
tk5304,,prepare a comparative licensing table segment and cross-reference LDC and CLARIN requirements,Task
tk5305,2025-04-21,21 April internal review draft exchange,Task
tk5306,2025-04-24,24 April call,Task
tk5307,2025-04-19,notify additional repositories or legal considerations,Task
tk5313,,understanding community needs for normalization,Task
tk5314,,academic research on code-switching in colonial records,Task
tk5316,2024-04-20,upload the finalized annotation logs and selected edge-case materials,Task
tk5317,2024-04-21,21 April internal review,Task
tk5320,,finalization of dataset hosting venue and DOI allocation strategy,Task
tk5321,,discussion and approval of the user study/survey,Task
tk5324,2024-04-23,provide inline comments or revision notes in your sections,Task
tk5326,,supplement the dataset documentation with any outstanding meta-annotations or edge-case illustrations,Task
tk5327,,flag any external datasets or benchmarks to be cited in the related work,Task
tk5331,,uploading annotation edge cases,Task
tk5333,,integrate finalized legal summary into shared document and link institutional policy references as footnotes,Task
tk5334,,expanded hosting comparison table,Task
tk5335,,add a short section on citing external benchmarks for historical document normalization efforts,Task
tk5336,2025-04-23,leave high-level feedback or approval for sections,Task
tk5338,,dataset hosting,Task
tk5339,,survey finalization,Task
tk5340,2024-07,submission and drafting timeline,Task
tk5341,2024-04-28,prepare Student-Led Project Legal Notice template,Task
tk5342,2024-05-05,cross-validate meta-annotations and finalize dataset documentation,Task
tk5343,2025-04-24,documentation of the 24 April meeting,Task
tk5344,2025-04-30,finalizing Zenodo project entry,Task
tk5345,2025-04-28,28 April internal checkpoint,Task
tk5346,2025-05-05,final review of cross-validation workflow for meta-annotations,Task
tk5347,2025-06-02,2 June consolidated draft deadline,Task
tk5348,,cross-validation workflow for meta-annotations,Task
tk5350,,circulate up-to-date draft sections for asynchronous review,Task
tk5353,,finalize point-of-contact emails and institutional affiliations for all contributors,Task
tk5354,,reflect Ananya’s preferred Oxford affiliation,Task
tk5355,,apply co-authoring conventions required by JOCCH for dataset notes,Task
tk5357,,add final clarifying footnotes to the normalization section,Task
tk5358,,manuscript compilation,Task
tk5359,2024-06-02,complete and compliant JOCCH submission,Task
tk5360,2024-05-05,cross-validation addendum,Task
tk5361,2024-05-08,prepare a consolidated submission checklist,Task
tk5362,2024-05-04,"respond about external corpus integrations, citation requirements, or manuscript author order preferences",Task
tk5363,2024-06-02,produce the complete submission draft,Task
tk5364,,meta-annotation logs review,Task
tk5365,,,Task
tk5366,,cross-validation,Task
tk5367,,preparing the final legal notice template,Task
tk5368,,standardizing legal notice citations,Task
tk5369,2024-05-05,documentation lock,Task
tk5371,,completion of meta-annotation addendum,Task
tk5373,,integration of addenda and clarifying comments into 2024_JournalExtension/Draft_v2May/ folder,Task
tk5377,2024-06-02,compiling the full package for targeted 2 June draft milestone,Task
tk5378,,confirm institutional affiliations and author order,Task
tk5379,,double-check final list of external corpus citations,Task
tk5380,,review final Zenodo project page for typographical consistency,Task
tk5381,,indicate embargoed resources or legal notifications requiring updates,Task
tk5382,2024-05-12,flag approval or note outstanding issues,Task
tk5383,,2 June draft deadline,Task
tk5388,,contingencies for last-minute edits or required approvals,Task
tk5389,2024-05-12,approvals documentation,Task
tk5390,2024-05-28,final compilation and circulation of locked draft for group sign-off,Task
tk5391,,draft candidate cover letter for the JOCCH submission,Task
tk5392,,circulate a template following the meeting,Task
tk5394,2025-05-18,confirm embargo status of one dataset subset in the compliance appendix,Task
tk5395,2025-05-28,manuscript assembly and circulation of compiled draft,Task
tk5396,,final review of Zenodo metadata and supplementary legal documentation,Task
tk5397,2025-05-17,cover letter drafting with emphasis on legal compliance and meta-annotation methodology,Task
tk5398,,update author order and corresponding author metadata,Task
tk5401,2025-05-28,review compiled submission package and provide last feedback,Task
tk5402,2022-12-10,embargo status clarification for the relevant subset of our historical corpus,Task
tk5405,2024-05-24,provide feedback on the cover letter draft,Task
tk5406,2024-05-28,finalize all submission materials prior to compilation and collective sign-off,Task
tk5410,2024-05-24,review and endorse or comment on the latest drafts,Task
tk5412,,proactive engagement with external corpus providers,Task
tk5413,,inclusion of external corpus providers' specific data usage language,Task
tk5416,,meta-annotation process,Task
tk5421,2024-05-29,upload full package via JOCCH’s ScholarOne system,Task
tk5425,,,Task
tk5426,,,Task
tk5427,2022-10-09,upload revised manuscript and brief response letter via ScholarOne system,Task
tk5431,2022-09-01,complete first-pass updates,Task
tk5436,,drafting an expanded clarification on the rolling embargo mechanism,Task
tk5437,2024-08-24,upload full draft as a marked revision to the 2024_JournalExtension/Revision_Materials folder,Task
tk5438,,diagram annotation,Task
tk5442,,annotation flow mappings,Task
tk5443,,manual/automated annotation,Task
tk5445,,embargo entry,Task
tk5446,,open release,Task
tk5449,2025-09-01,integrate all finished elements,Task
tk5453,,Zenodo citation block and annotation workflow suggestions,Task
tk5458,2025-08-28,review the integrated folder and send minor corrections or points of clarification,Task
tk5459,2025-08-30,ScholarOne submission of our revision package,Task
tk5460,2025-09-18,meet 18 September deadline,Task
tk5464,30 August,proceeding with submission on ScholarOne,Task
tk5465,,"receiving the formal acknowledgment from the editorial system, including the new submission receipt",Task
tk5474,,data-sharing challenges,Task
tk5475,,reaching out to relevant ACM SIGs and digital humanities networks,Task
tk5478,October/November,hosting a virtual seminar,Task
tk5479,,draft an annotated slide deck around the embargo mechanics and Zenodo integration,Task
tk5480,,set up a shared document to outline talking points for the technical note and compile outreach channels,Task
tk5484,2025-09-15,outlining the core content of the technical note,Task
tk5487,,coordinate a press release and blog/news updates for the IACS and Stanford websites,Task
tk5488,third week of September,schedule a group call to finalize authorship and distribution for the preprint and review virtual seminar format options for October,Task
tk5489,,circulate a draft program and event description to both institutions for cross-listing once dates are confirmed,Task
tk5490,,,Task
tk5491,13 September,contribute text and reviewer feedback excerpts,Task
tk5492,tomorrow,upload annotated drafts of MOU negotiation summary and legal correspondence templates to shared folder under “TechnicalNote_Inputs”,Task
tk5493,2024-01,write up January 2024 compliance negotiation example as a short case study,Task
tk5494,,draft a brief “future directions” technical sidebar on compliance automation,Task
tk5496,September 18-22,fix the final date for the virtual seminar and move on to drafting invitations,Task
tk5497,,solicit common questions from NLP and DH colleagues at IACS and Stanford in advance for Q&A,Task
tk5500,end of the week,prepare annotated workflow schematic incorporating updated Zenodo iconography and staged embargo timeline,Task
tk5501,,review de-identified legal correspondence and template materials and format them as drop-in supplementary panels for the note,Task
tk5502,as soon as the date is fixed,set up Stanford Zoom registration for the primary seminar,Task
tk5504,,"draft a one-page program flyer and share for cross-listing at IACS, Stanford, and Oxford",Task
tk5505,,schedule a short preparatory call after Sunita’s draft and figures are uploaded,Task
tk5506,,confirm availability for 16 September quick check-in,Task
tk5507,2024-09-16,preparatory call for seminar and technical note,Task
tk5509,,seminar scheduling,Task
tk5510,,advance Q&A theme crowdsourcing,Task
tk5511,,,Task
tk5512,,local distribution of registration link and survey among the IACS DH and NLP groups,Task
tk5514,,circulating the annotated technical note outline,Task
tk5516,tomorrow,preparing tracked-changes markup for Section 2 phrasing of the compliance pipeline steps,Task
tk5517,,review and edit the event flyer and registration materials for the seminar,Task
tk5518,,leveraging Oxford and external DH networks for outreach,Task
tk5521,,Next Steps for Figures and Supplementary Material,Task
tk5523,September 18–22,Seminar Organization,Task
tk5524,,Action Items and Internal Deadlines,Task
tk5525,,delivery schedule for diagrams and ‘pitfall node’ graphics,Task
tk5527,,target date for first full draft,Task
tk5529,,"division of outreach/registration tasks (Stanford Zoom link registration, flyer review, institutional mailings)",Task
tk5530,,"uploading de-identified legal communication templates, compliance negotiation vignette, and data-sharing MOU samples to shared drive",Task
tk5532,,clarification of materials if required,Task
tk5533,2024-09-17,circulate tracked-changes edits and minor rewording suggestions for Section 2,Task
tk5534,2024-09-18,"upload finalized workflow diagrams, annotated with “pitfall nodes”",Task
tk5535,,,Task
tk5536,2024-09-18,set up Stanford Zoom registration and share meeting link and Google survey for Q&A theme crowdsourcing,Task
tk5538,2024-09-22,complete internal review of full technical note draft,Task
tk5539,2024-09-25,external preprint circulation of technical note,Task
tk5540,2024-09-19,"finalize seminar logistics (registration, flyer, Q&A collection)",Task
tk5541,2024-09-18,draft ~200-word event description for institutional cross-listing,Task
tk5542,,sharing draft event description for virtual seminar,Task
tk5543,,circulate the Stanford Zoom registration link and the Q&A survey,Task
tk5544,,"incorporate registration details into the event blurb and begin dissemination through the IACS DH mailing list, posters, and Slack groups",Task
tk5545,,provide editable version for Oxford’s channels or suggestions for refinement,Task
tk5546,2025-09-19,integrate figures and supplementary legal templates into the technical note’s first full draft,Task
tk5547,2025-09-18,provide input on the event description and registration materials,Task
tk5548,,Stanford Zoom seminar registration,Task
tk5549,,advance Q&A survey,Task
tk5551,today,"circulate registration and survey links in a stand-alone announcement to the Stanford DH, HCI, and NLP grad/postdoc distribution lists",Task
tk5552,,proceed with the IACS DH mailings,Task
tk5553,,adapt the Q&A prompt language to local context,Task
tk5554,,upload finalized workflow diagrams and “pitfall node” figures to the drive,Task
tk5555,,check the “Figures” subfolder for the vector originals and an annotated placement legend in .pptx format for Sunita’s draft integration,Task
tk5556,tomorrow,provide input on the event materials,Task
tk5557,,seminar logistics,Task
tk5558,,technical note,Task
tk5559,,draft event description,Task
tk5560,,finalized event flyer,Task
tk5562,,event description,Task
tk5564,,uploading the flyer and annotated workflow diagrams,Task
tk5565,,Oxford DH and NLP listservs distribution,Task
tk5566,,posting to internal Slack channels and the Oxford Digital Scholarship newsletter,Task
tk5567,2025-09-20,circulate the registration and survey links widely,Task
tk5568,2025-09-20,20 September session,Task
tk5570,,case vignette for Section 2 of the technical note,Task
tk5571,,prepare technical note and outreach event,Task
tk5573,noon IST,Q&A Survey response summary download,Task
tk5574,,"flyer distribution across IACS, Oxford, and Stanford channels",Task
tk5576,,opening remarks framing compliance and practical challenges in historical NLP data,Task
tk5577,,"section overviews on legal workflows, embargo model, and automation directions",Task
tk5578,,case vignette and interactive segment,Task
tk5579,,moderated Q&A based on pre-submitted and live attendee questions,Task
tk5580,,set up Google Meet backup,Task
tk5583,,download and summarize Q&A survey responses,Task
tk5584,,panel discussion coverage of themes from advance submissions and live attendee input,Task
tk5586,,finalize and upload Section 2 slides to “Seminar_2024” drive,Task
tk5587,,technical check before seminar,Task
tk5588,,coordinate last-minute adjustments for the seminar,Task
tk5589,,prepare text draft for the session’s closing remarks,Task
tk5590,,address feedback collection during the seminar,Task
tk5591,,address recording consent during the seminar,Task
tk5592,,circulate Google Meet backup access details if technical issues arise,Task
tk5593,,use Zenodo pipeline as a case study in the event flyer,Task
tk5594,,cross-check figures and annotations against Michael’s diagram placement legend,Task
tk5595,,share screen for Section 2 portion of the session,Task
tk5596,2024-09-22,circulate the integrated first full draft,Task
tk5597,2024-09-24,review the full draft with tracked-changes and targeted feedback,Task
tk5598,2024-09-??,"upload the session recording, slides, and curated Q&A summary",Task
tk5599,,incorporate select questions into an Appendix for the technical note,Task
tk5600,,,Task
tk5601,2024-09-21,discuss target venue for preprint/public submission,Task
tk5602,,finalize the technical note and set submission direction,Task
tk5603,24 September,focused review and tracked-changes feedback,Task
tk5604,,curate and organize the seminar outputs,Task
tk5607,,comment on points requiring further anonymization or redaction,Task
tk5613,,,Task
tk5616,,Supplementary Outputs,Task
tk5619,2025-09-24,review of integrated technical note draft,Task
tk5620,,prepare brief recommendations for open questions from seminar’s Q&A,Task
tk5621,,clarify terminology around cross-institutional archival agreements,Task
tk5622,,check alignment between vignette content and practical recommendations,Task
tk5626,25 September,consolidated set of final edits and a venue decision,Task
tk5633,,modular compliance workflows,Task
tk5634,,embedded documentation for reproducibility in historical NLP,Task
tk5635,,"rapid consolidation of all outstanding revisions, cross-referencing Ananya’s and Michael's notes",Task
tk5637,,"timeline confirmation for final manuscript, figures, and supplementary appendix submission",Task
tk5645,,decide between JOCCH and JCDL,Task
tk5649,2022-09-27,Remaining minor language edits,Task
tk5652,2022-10,parallel blog post refinement,Task
tk5653,2022-10-19,Internal manuscript/figures/appendices freeze,Task
tk5654,,Preprint decision post-JOCCH submission,Task
tk5655,2022-10,Public-facing announcement drafting,Task
tk5656,2022-09-27,circulate the revised tracked-changes draft,Task
tk5657,2022-09-29,review and confirm ready-to-submit status,Task
tk5659,2024-09-29,final pass for readiness,Task
tk5660,2024-09-29,review the compliance vignette (Appendix B),Task
tk5661,2024-09-29,confirm approval or any critical last edits,Task
tk5662,2024-10-03,formal submission for JOCCH,Task
tk5663,3 October,official submission to JOCCH,Task
tk5665,,major revision,Task
tk5667,,expansion that details specific proportions and examples of lesser-resourced language subsets,Task
tk5670,,draft a new subsection and generate supplementary visualizations,Task
tk5671,,comparative table of regional data-sharing constraints,Task
tk5673,,provide editable diagrams,Task
tk5674,end of this week,share availability and additional concerns or suggestions for the response letter,Task
tk5679,,"prepare updated visualizations, including per-language precision/recall bar charts and a timeline-based error distribution figure",Task
tk5680,,finalize dataset breakdown assignments,Task
tk5685,,data-sharing recommendations,Task
tk5687,Sunday evening,collate regional data-sharing protocols into preliminary recommendation points and draft comparative matrix,Task
tk5689,,provide updated error analyses and cross-reference language/region breakdowns in evaluation and legal tables,Task
tk5690,,circulate a rebuttal outline for early comments,Task
tk5692,,upcoming meeting on the 31st,Task
tk5701,,new visualizations,Task
tk5703,,share a working draft section and preliminary corpus tables,Task
tk5704,November,contribution planning toward November deadline,Task
tk5709,Monday evening,sharing a working draft and corpus tables,Task
tk5711,,confirm our section updates,Task
tk5712,,finalize the rebuttal outline,Task
tk5714,,flag the latest updates regarding archival data annotation,Task
tk5715,30 November,30 November deadline,Task
tk5716,,data-centric submissions,Task
tk5717,,archival data annotation,Task
tk5721,,"review of preliminary tables and visualizations for evaluation metrics, with discussion on color schema and legend clarity",Task
tk5723,,consolidation of supplementary material formats and confirming upload strategy for the JOCCH portal,Task
tk5727,2024-11-30,JOCCH revision planning,Task
tk5728,2024-11-06,Methodological section updates,Task
tk5729,2024-11-06,Expanded corpus tables and annotation protocols drafting,Task
tk5730,2024-11-07,Evaluation metrics visualizations,Task
tk5731,2024-11-10,Legal compliance table development,Task
tk5732,2024-11-04,Protocol matrix on key data protection clauses,Task
tk5734,2024-11-11,Master rebuttal outline,Task
tk5735,2024-11-12,Sectional drafts completion,Task
tk5736,2024-11-18,Integrated manuscript and rebuttal letter group review,Task
tk5737,2024-11-28,Final revision upload to JOCCH portal,Task
tk5738,,Linking evaluation error analysis to annotation policy discussion,Task
tk5739,,Finalize and cross-check Data Protection Bill references,Task
tk5740,2024-11-14,Review and comment on supplementary materials,Task
tk5741,2024-11-15,Next virtual check-in,Task
tk5745,2023-11-05,upload protocol matrix,Task
tk5746,2023-11-08,circulate concise legal footnotes and summary text,Task
tk5747,2023-11-12,coordinate for the final visual layout of the legal comparative table,Task
tk5748,,manuscript integration of legal framework materials,Task
tk5750,,tightening this critical aspect of the revision and ensuring compliance clarity throughout,Task
tk5751,2025-11-05,providing the legal protocol matrix,Task
tk5752,2025-11-06/2025-11-07,jointly review the side-by-side matrix and proposed legal footnotes,Task
tk5753,2025-11-08,draft a sample layout for the appendix section,Task
tk5754,,finalize the new evaluation visualizations,Task
tk5755,2025-11-10,provide in-line comments on the legal appendix draft,Task
tk5756,2025-11-12,prepare all discrete section drafts for internal review,Task
tk5760,tomorrow,upload the protocol matrix,Task
tk5762,6 November,share draft versions of the figures and their legends in our drive,Task
tk5764,2024-11-07,provide comments or suggested edits,Task
tk5765,,formatting the integrated appendix section,Task
tk5766,,embed footnotes throughout the main narrative,Task
tk5767,,initial review of the legal table alongside drafted footnotes,Task
tk5768,2024-11-07,placement of the comparative legal table and finalize the appendix formatting,Task
tk5769,2024-11-06,review the main integration draft and provide feedback or inline edits,Task
tk5771,,aligning the red-outline references with Michael’s figures,Task
tk5773,,clarify whether international annotation triggers the same consent requirements as public release for the “heritage dataset export” clause,Task
tk5774,,supply annotation metadata or explanatory details for the starred (‘special consent’) data points in figures,Task
tk5775,,finalize the flow for transitioning legally nuanced content between main text and supplementary material,Task
tk5776,,add comments to “Method_Section_Draft_Nov6” before the meeting,Task
tk5778,2025-11-09,complete final appendix formatting,Task
tk5779,tomorrow midday,supply anonymized annotation examples and explanatory captions,Task
tk5780,2025-11-10,make any final comments directly in the joint document,Task
tk5781,2025-11-10,last-formatting pass on both main text and supplementary appendix,Task
tk5782,2025-11-10,upload of the integration-ready revision for group review,Task
tk5785,,review the updated figure legends and main-text cross-references,Task
tk5786,tomorrow noon IST,annotate directly in the Google Slides or in the shared doc,Task
tk5787,,final review checkpoint,Task
tk5789,,"verify expanded legal matrix, summary narrative, and supplementary annotation cases are complete and cross-referenced",Task
tk5791,11 November,comments on compliance statement,Task
tk5792,today,complete final inline comments or accept suggested changes in the Google Doc/Slides,Task
tk5793,today,upload updated integrated master document to the shared drive,Task
tk5794,11 November,online JOCCH submission,Task
tk5795,,initial technical check,Task
tk5796,,associate editor and reviewer re-evaluation,Task
tk5797,,retain all working files and communications,Task
tk5798,2022-02-10,prepare a revised manuscript addressing the above points,Task
tk5799,2022-02-10,submit a point-by-point response to all reviewer and editor comments,Task
tk5800,2022-02-10,submit an updated compliance appendix,Task
tk5801,,Expanding Non-Western Data Protection Analysis,Task
tk5802,,identify suitable archival partners or open datasets,Task
tk5806,,Additional Use Case – Section 4.2,Task
tk5807,,drafting subsection for exemplar case study from outside the UK/EU/India triad,Task
tk5811,,Task 2,Task
tk5812,,Task 3 (additional use case for Section 4.2),Task
tk5813,2024-01-08,drafting the new subsection,Task
tk5815,,"expanded case studies, protocol analyses, and compliance transparency",Task
tk5816,,initial findings on archival governance and privacy frameworks in East Asia/Latin America,Task
tk5818,,methodology for compiling quantitative annotation metrics and timeline for first dataset summaries,Task
tk5819,,structural plan for revised Section 4.2,Task
tk5823,,Q&A and contingency planning if schedules or data access are delayed,Task
tk5825,2022-01-10,present preliminary findings regarding archival governance and privacy protocols from the National Diet Library (Japan),Task
tk5826,2022-01-08,outreach with the National Library of Israel (NLI),Task
tk5827,2022-01-10,outline methodology for extracting cross-border annotation metrics,Task
tk5828,2022-01-14,circulate a public compliance statement draft,Task
tk5829,2022-01-14,contribute to the bias mitigation and data minimization narrative,Task
tk5831,2022-01-28,produce integrated draft,Task
tk5832,2022-02-04,final consolidation and citation harmonization,Task
tk5833,2022-01-11,full summary and draft legal matrix from Japan and Chile,Task
tk5834,,confirm NLI permissions and begin Section 4.2 drafting upon receipt,Task
tk5836,2022-01-14,joint review after 14 January,Task
tk5837,2022-01-15,next progress check-in via email,Task
tk5838,2022-02-10,meet the 10 February revision deadline,Task
tk5839,,joint drafting of Section 4.2’s new use case and expansion of non-Western legal analysis once exemplar data is secured,Task
tk5841,2026-01-14,review the matrix,Task
tk5842,,augment the jurisdiction matrix with Israel data,Task
tk5843,2026-01-14,confirm treatment addresses expanded reviewer prompt or suggest additional points from editorial feedback,Task
tk5844,2026-01-14,finalize Section 4.2 content integration,Task
tk5845,,reference anonymized details from NLI YIVO collection in revised manuscript,Task
tk5846,2025-01-15/2025-01-16,collaboratively integrate the new Section 4.2 use case,Task
